State,Handgun,Long Gun,Other,Date
Wyoming,3998,4137,280,Dec-20
Alabama,27765,25924,1931,Nov-20
Alaska,3474,3878,461,Nov-20
Arizona,25906,14698,2157,Nov-20
Arkansas,10069,12954,599,Nov-20
California,56793,37256,7391,Nov-20
Colorado,27091,20410,2421,Nov-20
Connecticut,7253,2986,2115,Nov-20
Delaware,3863,2777,198,Nov-20
District of Columbia,332,11,0,Nov-20
Florida,84366,40575,6090,Nov-20
Georgia,28102,19042,1358,Nov-20
Guam,205,99,32,Nov-20
Hawaii,0,0,0,Nov-20
Idaho,8946,9372,892,Nov-20
Illinois,29335,17557,0,Nov-20
Indiana,29416,24425,2231,Nov-20
Iowa,365,5751,84,Nov-20
Kansas,10569,10435,981,Nov-20
Kentucky,16578,17091,806,Nov-20
Louisiana,17819,18448,1507,Nov-20
Maine,4801,6062,436,Nov-20
Mariana Islands,10,3,0,Nov-20
Maryland,10864,11038,764,Nov-20
Massachusetts,8817,4397,1216,Nov-20
Michigan,35190,35065,2866,Nov-20
Minnesota,16316,17448,1506,Nov-20
Mississippi,12893,15003,757,Nov-20
Missouri,27413,27727,2932,Nov-20
Montana,5060,6609,418,Nov-20
Nebraska,380,4117,45,Nov-20
Nevada,9055,4507,548,Nov-20
New Hampshire,9055,5356,248,Nov-20
New Jersey,13826,8053,869,Nov-20
New Mexico,7277,5495,715,Nov-20
New York,10393,28951,3768,Nov-20
North Carolina,2770,28807,1852,Nov-20
North Dakota,2738,4153,211,Nov-20
Ohio,37382,32959,2122,Nov-20
Oklahoma,18163,16961,1890,Nov-20
Oregon,21990,15648,0,Nov-20
Pennsylvania,75428,34686,29,Nov-20
Puerto Rico,2883,217,60,Nov-20
Rhode Island,2033,1419,158,Nov-20
South Carolina,19010,13569,1136,Nov-20
South Dakota,4302,6560,362,Nov-20
Tennessee,37467,31625,2298,Nov-20
Texas,78827,56265,5504,Nov-20
Utah,9582,9044,764,Nov-20
Vermont,2104,2445,217,Nov-20
Virgin Islands,37,4,0,Nov-20
Virginia,35909,26638,4874,Nov-20
Washington,27563,18592,4350,Nov-20
West Virginia,8086,11767,483,Nov-20
Wisconsin,25742,21825,1596,Nov-20
Wyoming,3685,4452,308,Nov-20
Alabama,24084,17964,1698,Oct-20
Alaska,3209,3210,348,Oct-20
Arizona,24964,12288,1951,Oct-20
Arkansas,8931,9386,567,Oct-20
California,65376,40286,8319,Oct-20
Colorado,25802,17699,2102,Oct-20
Connecticut,6821,2764,1785,Oct-20
Delaware,3951,2489,188,Oct-20
District of Columbia,470,11,0,Oct-20
Florida,83816,32346,5782,Oct-20
Georgia,26383,14710,1145,Oct-20
Guam,221,88,32,Oct-20
Hawaii,0,0,0,Oct-20
Idaho,7439,8153,613,Oct-20
Illinois,28277,14905,0,Oct-20
Indiana,27979,18181,2216,Oct-20
Iowa,218,4151,50,Oct-20
Kansas,8659,7551,814,Oct-20
Kentucky,15816,12804,763,Oct-20
Louisiana,15180,13153,1312,Oct-20
Maine,5087,8215,375,Oct-20
Mariana Islands,15,12,1,Oct-20
Maryland,10843,9873,159,Oct-20
Massachusetts,8354,4364,1112,Oct-20
Michigan,34940,28266,2745,Oct-20
Minnesota,16941,20404,1317,Oct-20
Mississippi,10982,10229,655,Oct-20
Missouri,25340,22636,2386,Oct-20
Montana,4429,7087,374,Oct-20
Nebraska,234,2960,30,Oct-20
Nevada,8764,3693,496,Oct-20
New Hampshire,7906,5243,177,Oct-20
New Jersey,13275,7171,851,Oct-20
New Mexico,7814,5189,674,Oct-20
New York,10541,28281,3588,Oct-20
North Carolina,2421,21403,1663,Oct-20
North Dakota,2326,4589,158,Oct-20
Ohio,35332,23048,1962,Oct-20
Oklahoma,14860,11904,1513,Oct-20
Oregon,22277,14255,0,Oct-20
Pennsylvania,73607,29581,45,Oct-20
Puerto Rico,3714,252,65,Oct-20
Rhode Island,2143,1359,143,Oct-20
South Carolina,17032,10168,1035,Oct-20
South Dakota,3537,6336,243,Oct-20
Tennessee,33275,22568,1973,Oct-20
Texas,72591,44620,5042,Oct-20
Utah,7356,6378,590,Oct-20
Vermont,2139,2723,176,Oct-20
Virgin Islands,37,4,0,Oct-20
Virginia,37867,22986,4606,Oct-20
Washington,26765,17191,4170,Oct-20
West Virginia,6934,8559,398,Oct-20
Wisconsin,26028,19720,1353,Oct-20
Wyoming,2616,3207,210,Oct-20
Alabama,23455,17369,1633,Sep-20
Alaska,3275,3333,345,Sep-20
Arizona,23996,12094,1963,Sep-20
Arkansas,9214,8003,505,Sep-20
California,61258,36638,7815,Sep-20
Colorado,24260,15873,1919,Sep-20
Connecticut,6101,2284,1443,Sep-20
Delaware,3501,1909,176,Sep-20
District of Columbia,531,11,0,Sep-20
Florida,76685,29317,5523,Sep-20
Georgia,24175,12797,1112,Sep-20
Guam,150,54,35,Sep-20
Hawaii,0,0,0,Sep-20
Idaho,7297,7426,629,Sep-20
Illinois,27645,13848,0,Sep-20
Indiana,26530,15978,1955,Sep-20
Iowa,227,3541,56,Sep-20
Kansas,7897,6489,662,Sep-20
Kentucky,16006,10674,715,Sep-20
Louisiana,15581,12661,1283,Sep-20
Maine,4758,6249,373,Sep-20
Mariana Islands,14,11,2,Sep-20
Maryland,9575,8547,282,Sep-20
Massachusetts,6889,3754,878,Sep-20
Michigan,32590,25496,2391,Sep-20
Minnesota,16169,19127,1292,Sep-20
Mississippi,10668,8825,651,Sep-20
Missouri,24614,17708,2216,Sep-20
Montana,4903,6148,319,Sep-20
Nebraska,127,2362,23,Sep-20
Nevada,8773,3700,505,Sep-20
New Hampshire,6974,4420,189,Sep-20
New Jersey,12591,7274,735,Sep-20
New Mexico,7960,5067,709,Sep-20
New York,9928,25663,3370,Sep-20
North Carolina,2274,19325,1531,Sep-20
North Dakota,2339,3879,134,Sep-20
Ohio,32432,19759,1717,Sep-20
Oklahoma,14820,11176,1500,Sep-20
Oregon,20804,13091,0,Sep-20
Pennsylvania,68109,25277,46,Sep-20
Puerto Rico,2560,261,64,Sep-20
Rhode Island,2001,1165,133,Sep-20
South Carolina,14993,9264,915,Sep-20
South Dakota,3588,4621,200,Sep-20
Tennessee,31341,19732,1661,Sep-20
Texas,68804,46463,4888,Sep-20
Utah,6762,5896,529,Sep-20
Vermont,1973,2380,147,Sep-20
Virgin Islands,34,1,0,Sep-20
Virginia,31327,19565,4105,Sep-20
Washington,26363,15035,4062,Sep-20
West Virginia,6635,7065,380,Sep-20
Wisconsin,25970,17806,1448,Sep-20
Wyoming,2722,3247,186,Sep-20
Alabama,26449,16913,1943,Aug-20
Alaska,4088,4113,404,Aug-20
Arizona,25375,12472,2233,Aug-20
Arkansas,9821,7421,619,Aug-20
California,65196,38505,8409,Aug-20
Colorado,25765,16476,1948,Aug-20
Connecticut,5952,2014,1616,Aug-20
Delaware,3402,1919,181,Aug-20
District of Columbia,550,5,0,Aug-20
Florida,85345,30914,6509,Aug-20
Georgia,26176,12198,1349,Aug-20
Guam,151,39,57,Aug-20
Hawaii,0,0,0,Aug-20
Idaho,7860,6811,620,Aug-20
Illinois,28864,13330,0,Aug-20
Indiana,28843,16235,2226,Aug-20
Iowa,242,3223,54,Aug-20
Kansas,8851,6423,781,Aug-20
Kentucky,18531,10985,842,Aug-20
Louisiana,16826,10171,1568,Aug-20
Maine,4734,4555,361,Aug-20
Mariana Islands,9,6,1,Aug-20
Maryland,8270,7807,248,Aug-20
Massachusetts,6756,3557,748,Aug-20
Michigan,35892,23104,2709,Aug-20
Minnesota,17297,15193,1311,Aug-20
Mississippi,15129,10518,928,Aug-20
Missouri,26351,17461,2343,Aug-20
Montana,5066,5441,340,Aug-20
Nebraska,140,2280,32,Aug-20
Nevada,9541,3884,575,Aug-20
New Hampshire,6952,4034,213,Aug-20
New Jersey,10002,6258,518,Aug-20
New Mexico,8580,5360,780,Aug-20
New York,10163,22460,3426,Aug-20
North Carolina,2534,18885,1603,Aug-20
North Dakota,2503,3428,164,Aug-20
Ohio,37224,19937,2099,Aug-20
Oklahoma,15728,10666,1672,Aug-20
Oregon,21080,12694,0,Aug-20
Pennsylvania,69325,24361,37,Aug-20
Puerto Rico,2441,250,73,Aug-20
Rhode Island,1842,1081,125,Aug-20
South Carolina,17111,9137,1043,Aug-20
South Dakota,3700,4105,235,Aug-20
Tennessee,35007,21069,1837,Aug-20
Texas,77807,43770,5975,Aug-20
Utah,6483,5303,581,Aug-20
Vermont,2128,1898,183,Aug-20
Virgin Islands,22,2,1,Aug-20
Virginia,36314,20016,4525,Aug-20
Washington,28536,14497,4259,Aug-20
West Virginia,7487,6958,455,Aug-20
Wisconsin,28102,15908,1485,Aug-20
Wyoming,3080,3188,220,Aug-20
Alabama,34909,17250,2498,Jul-20
Alaska,4949,3779,435,Jul-20
Arizona,31040,12361,2411,Jul-20
Arkansas,12391,7322,738,Jul-20
California,67672,38618,7530,Jul-20
Colorado,29171,15184,2077,Jul-20
Connecticut,6815,2062,1791,Jul-20
Delaware,4034,1840,249,Jul-20
District of Columbia,296,11,0,Jul-20
Florida,106745,33102,7751,Jul-20
Georgia,38413,13344,1700,Jul-20
Guam,227,85,54,Jul-20
Hawaii,0,0,0,Jul-20
Idaho,8813,6337,752,Jul-20
Illinois,31853,12250,0,Jul-20
Indiana,32970,15066,2395,Jul-20
Iowa,248,2685,45,Jul-20
Kansas,10300,6071,833,Jul-20
Kentucky,20962,10578,947,Jul-20
Louisiana,24074,11374,1980,Jul-20
Maine,5163,4049,398,Jul-20
Mariana Islands,13,6,1,Jul-20
Maryland,7905,8023,347,Jul-20
Massachusetts,6238,3114,730,Jul-20
Michigan,44270,21710,2909,Jul-20
Minnesota,17856,11371,1397,Jul-20
Mississippi,19196,8971,1119,Jul-20
Missouri,31991,17146,2753,Jul-20
Montana,5472,4926,339,Jul-20
Nebraska,135,1929,34,Jul-20
Nevada,11920,3949,658,Jul-20
New Hampshire,7918,3788,213,Jul-20
New Jersey,7656,6172,448,Jul-20
New Mexico,10102,5084,768,Jul-20
New York,11400,23105,4019,Jul-20
North Carolina,2865,20322,1965,Jul-20
North Dakota,2702,2942,170,Jul-20
Ohio,43645,18865,2325,Jul-20
Oklahoma,19294,10955,2027,Jul-20
Oregon,22479,11897,0,Jul-20
Pennsylvania,77854,22276,68,Jul-20
Puerto Rico,2283,256,107,Jul-20
Rhode Island,2079,1142,139,Jul-20
South Carolina,23255,8726,1231,Jul-20
South Dakota,3609,3222,254,Jul-20
Tennessee,42011,20831,2075,Jul-20
Texas,96689,41060,6431,Jul-20
Utah,8314,5447,744,Jul-20
Vermont,2373,1739,199,Jul-20
Virgin Islands,48,4,0,Jul-20
Virginia,44801,19538,5588,Jul-20
Washington,33892,14006,4980,Jul-20
West Virginia,9331,6358,479,Jul-20
Wisconsin,26890,12518,1273,Jul-20
Wyoming,3237,2950,207,Jul-20
Alabama,47159,20120,2604,Jun-20
Alaska,4785,3091,451,Jun-20
Arizona,43291,14267,2769,Jun-20
Arkansas,15520,7820,785,Jun-20
California,76210,40933,8487,Jun-20
Colorado,35381,16998,2250,Jun-20
Connecticut,6943,2196,2178,Jun-20
Delaware,5303,2116,204,Jun-20
District of Columbia,217,0,0,Jun-20
Florida,133285,39111,7341,Jun-20
Georgia,46989,14779,1663,Jun-20
Guam,243,100,36,Jun-20
Hawaii,0,0,0,Jun-20
Idaho,10802,7430,801,Jun-20
Illinois,49101,14913,0,Jun-20
Indiana,40492,16560,2561,Jun-20
Iowa,319,4009,80,Jun-20
Kansas,12829,6276,853,Jun-20
Kentucky,27051,11707,993,Jun-20
Louisiana,28289,11116,1774,Jun-20
Maine,6583,4059,468,Jun-20
Mariana Islands,10,6,0,Jun-20
Maryland,8818,9524,464,Jun-20
Massachusetts,7923,3881,921,Jun-20
Michigan,51216,23784,3149,Jun-20
Minnesota,17758,12316,1435,Jun-20
Mississippi,23505,9291,886,Jun-20
Missouri,38153,17472,2786,Jun-20
Montana,6573,5803,389,Jun-20
Nebraska,179,2474,34,Jun-20
Nevada,14420,4220,656,Jun-20
New Hampshire,9911,4211,198,Jun-20
New Jersey,6921,6077,457,Jun-20
New Mexico,11828,5984,880,Jun-20
New York,11585,31003,4735,Jun-20
North Carolina,3380,25843,2162,Jun-20
North Dakota,3426,3373,201,Jun-20
Ohio,54811,21686,2452,Jun-20
Oklahoma,24400,11222,1987,Jun-20
Oregon,27187,13974,0,Jun-20
Pennsylvania,90652,24029,66,Jun-20
Puerto Rico,2838,302,153,Jun-20
Rhode Island,2453,1702,177,Jun-20
South Carolina,30837,9991,1338,Jun-20
South Dakota,4487,3492,276,Jun-20
Tennessee,50593,21516,2293,Jun-20
Texas,121926,45845,6857,Jun-20
Utah,10796,6292,761,Jun-20
Vermont,2702,1872,201,Jun-20
Virgin Islands,29,3,0,Jun-20
Virginia,55177,21748,6338,Jun-20
Washington,35924,15646,7431,Jun-20
West Virginia,11554,7043,528,Jun-20
Wisconsin,35081,13619,1560,Jun-20
Wyoming,3966,2946,238,Jun-20
Alabama,32394,13899,1468,May-20
Alaska,4469,3196,429,May-20
Arizona,28089,11334,2053,May-20
Arkansas,11572,7005,528,May-20
California,50811,28550,6499,May-20
Colorado,27297,15043,1998,May-20
Connecticut,4654,1673,1714,May-20
Delaware,2899,1238,165,May-20
District of Columbia,109,1,0,May-20
Florida,73691,22529,5156,May-20
Georgia,34434,11489,1139,May-20
Guam,207,88,30,May-20
Hawaii,0,0,0,May-20
Idaho,8228,6848,635,May-20
Illinois,26854,9959,0,May-20
Indiana,30133,14420,2221,May-20
Iowa,287,2825,77,May-20
Kansas,10020,5595,869,May-20
Kentucky,20881,11275,823,May-20
Louisiana,20064,8025,1174,May-20
Maine,5374,3724,515,May-20
Mariana Islands,8,4,1,May-20
Maryland,5975,6775,207,May-20
Massachusetts,5743,2665,889,May-20
Michigan,39342,20339,2949,May-20
Minnesota,13770,11706,1152,May-20
Mississippi,18313,7363,555,May-20
Missouri,31302,16484,2308,May-20
Montana,5835,5797,362,May-20
Nebraska,120,2026,23,May-20
Nevada,10720,3997,710,May-20
New Hampshire,7797,3760,211,May-20
New Jersey,5316,3859,414,May-20
New Mexico,9638,4888,749,May-20
New York,5312,14212,2581,May-20
North Carolina,2365,18508,1631,May-20
North Dakota,2734,2740,183,May-20
Ohio,37486,17996,2268,May-20
Oklahoma,18787,9863,1571,May-20
Oregon,22539,13415,0,May-20
Pennsylvania,56455,16255,85,May-20
Puerto Rico,1252,135,55,May-20
Rhode Island,1571,926,101,May-20
South Carolina,22675,7524,1154,May-20
South Dakota,3342,3037,199,May-20
Tennessee,38522,17799,1869,May-20
Texas,83977,36456,5393,May-20
Utah,7550,5265,559,May-20
Vermont,2660,1948,194,May-20
Virgin Islands,9,0,0,May-20
Virginia,36930,16775,4568,May-20
Washington,26162,12578,4963,May-20
West Virginia,10193,7152,532,May-20
Wisconsin,25506,11577,1226,May-20
Wyoming,2902,2591,255,May-20
Alabama,28951,12512,1455,Apr-20
Alaska,3942,3275,510,Apr-20
Arizona,33391,13143,2369,Apr-20
Arkansas,13814,8463,612,Apr-20
California,59219,31759,6330,Apr-20
Colorado,29865,16199,2133,Apr-20
Connecticut,4921,1802,2294,Apr-20
Delaware,3572,1308,185,Apr-20
District of Columbia,100,1,0,Apr-20
Florida,84431,26731,4897,Apr-20
Georgia,33720,11724,1162,Apr-20
Guam,132,59,23,Apr-20
Hawaii,0,0,0,Apr-20
Idaho,9248,7050,696,Apr-20
Illinois,30500,11184,0,Apr-20
Indiana,29904,14843,2332,Apr-20
Iowa,296,3284,79,Apr-20
Kansas,10417,5632,863,Apr-20
Kentucky,20712,12196,820,Apr-20
Louisiana,18563,7462,1117,Apr-20
Maine,6054,3835,594,Apr-20
Mariana Islands,7,1,1,Apr-20
Maryland,5717,8524,101,Apr-20
Massachusetts,1407,674,710,Apr-20
Michigan,23375,13600,2507,Apr-20
Minnesota,13792,10295,1371,Apr-20
Mississippi,17677,7256,586,Apr-20
Missouri,32009,17962,2470,Apr-20
Montana,6010,5399,454,Apr-20
Nebraska,146,2177,47,Apr-20
Nevada,12225,3870,619,Apr-20
New Hampshire,8801,4512,259,Apr-20
New Jersey,4388,4266,311,Apr-20
New Mexico,7439,3798,648,Apr-20
New York,2853,16007,2918,Apr-20
North Carolina,2199,20928,1705,Apr-20
North Dakota,3041,2898,204,Apr-20
Ohio,37486,18560,2295,Apr-20
Oklahoma,21398,11308,1617,Apr-20
Oregon,25187,13572,0,Apr-20
Pennsylvania,54041,14778,40,Apr-20
Puerto Rico,76,10,7,Apr-20
Rhode Island,1841,1247,126,Apr-20
South Carolina,21071,7502,866,Apr-20
South Dakota,4171,3177,282,Apr-20
Tennessee,38309,19001,1974,Apr-20
Texas,93980,40921,5668,Apr-20
Utah,9834,6501,676,Apr-20
Vermont,3081,2142,223,Apr-20
Virgin Islands,2,0,0,Apr-20
Virginia,40444,19116,4949,Apr-20
Washington,29785,12837,4428,Apr-20
West Virginia,10120,7913,480,Apr-20
Wisconsin,27220,11806,1406,Apr-20
Wyoming,3988,3102,327,Apr-20
Alabama,34897,17850,1583,Mar-20
Alaska,4657,3819,487,Mar-20
Arizona,46377,19346,2433,Mar-20
Arkansas,15304,8968,600,Mar-20
California,81543,48616,5041,Mar-20
Colorado,43322,22756,2086,Mar-20
Connecticut,9196,3290,5421,Mar-20
Delaware,4936,2323,190,Mar-20
District of Columbia,148,5,0,Mar-20
Florida,117900,38365,5017,Mar-20
Georgia,44107,16807,1245,Mar-20
Guam,170,80,11,Mar-20
Hawaii,0,0,0,Mar-20
Idaho,11611,8193,716,Mar-20
Illinois,44112,17127,0,Mar-20
Indiana,45695,22724,2613,Mar-20
Iowa,378,5778,91,Mar-20
Kansas,16715,8964,889,Mar-20
Kentucky,28268,15315,937,Mar-20
Louisiana,25038,10278,1258,Mar-20
Maine,7794,5310,510,Mar-20
Mariana Islands,4,1,0,Mar-20
Maryland,6534,16181,335,Mar-20
Massachusetts,9765,5100,759,Mar-20
Michigan,50368,28985,2724,Mar-20
Minnesota,18708,17222,1562,Mar-20
Mississippi,18567,8714,592,Mar-20
Missouri,41905,22607,2610,Mar-20
Montana,6755,5895,500,Mar-20
Nebraska,217,3623,45,Mar-20
Nevada,13530,4712,483,Mar-20
New Hampshire,14278,6190,348,Mar-20
New Jersey,4531,6000,286,Mar-20
New Mexico,13558,7181,804,Mar-20
New York,9257,39906,4288,Mar-20
North Carolina,2488,31949,2016,Mar-20
North Dakota,4122,3717,246,Mar-20
Ohio,63707,28817,2793,Mar-20
Oklahoma,25804,13873,1725,Mar-20
Oregon,33659,18838,0,Mar-20
Pennsylvania,81319,22031,30,Mar-20
Puerto Rico,660,104,34,Mar-20
Rhode Island,2533,2303,178,Mar-20
South Carolina,25288,10790,1017,Mar-20
South Dakota,5536,4230,337,Mar-20
Tennessee,49546,25157,2954,Mar-20
Texas,147714,61827,5897,Mar-20
Utah,13908,8665,628,Mar-20
Vermont,3853,2636,238,Mar-20
Virgin Islands,21,2,0,Mar-20
Virginia,51801,24208,6848,Mar-20
Washington,32624,20165,5234,Mar-20
West Virginia,11570,8599,564,Mar-20
Wisconsin,42224,18582,1627,Mar-20
Wyoming,4155,3349,299,Mar-20
Alabama,24590,12531,1225,Feb-20
Alaska,2560,1839,311,Feb-20
Arizona,16839,8006,1424,Feb-20
Arkansas,8112,5453,363,Feb-20
California,35570,22645,4221,Feb-20
Colorado,19931,11285,1505,Feb-20
Connecticut,5341,1961,3468,Feb-20
Delaware,2103,1386,130,Feb-20
District of Columbia,97,4,0,Feb-20
Florida,59653,20306,3748,Feb-20
Georgia,19173,8207,752,Feb-20
Guam,161,67,10,Feb-20
Hawaii,0,0,0,Feb-20
Idaho,5286,4371,420,Feb-20
Illinois,22743,9761,0,Feb-20
Indiana,25949,12739,1974,Feb-20
Iowa,220,2419,48,Feb-20
Kansas,7905,5610,653,Feb-20
Kentucky,15294,8763,668,Feb-20
Louisiana,12303,6564,734,Feb-20
Maine,3920,2871,339,Feb-20
Mariana Islands,12,3,0,Feb-20
Maryland,4472,5622,140,Feb-20
Massachusetts,5745,2711,538,Feb-20
Michigan,14668,9092,901,Feb-20
Minnesota,11142,9395,990,Feb-20
Mississippi,11638,6114,407,Feb-20
Missouri,23420,14384,1965,Feb-20
Montana,3343,3196,293,Feb-20
Nebraska,177,1764,36,Feb-20
Nevada,6215,2706,376,Feb-20
New Hampshire,6031,2740,241,Feb-20
New Jersey,4603,3580,224,Feb-20
New Mexico,7615,4152,633,Feb-20
New York,9861,13360,2002,Feb-20
North Carolina,1984,13177,1191,Feb-20
North Dakota,2122,2471,166,Feb-20
Ohio,29360,14843,2448,Feb-20
Oklahoma,16480,8203,1300,Feb-20
Oregon,16784,10360,0,Feb-20
Pennsylvania,53384,15473,53,Feb-20
Puerto Rico,1540,126,45,Feb-20
Rhode Island,1307,723,108,Feb-20
South Carolina,14700,6120,865,Feb-20
South Dakota,3359,3195,246,Feb-20
Tennessee,32364,15464,1688,Feb-20
Texas,60512,29259,3956,Feb-20
Utah,4153,3460,378,Feb-20
Vermont,1870,1514,157,Feb-20
Virgin Islands,33,2,0,Feb-20
Virginia,36608,20509,8746,Feb-20
Washington,18044,9505,4021,Feb-20
West Virginia,8200,6163,462,Feb-20
Wisconsin,17509,11891,1148,Feb-20
Wyoming,2322,1975,170,Feb-20
Alabama,22478,12598,1313,Jan-20
Alaska,2151,1529,312,Jan-20
Arizona,15126,7087,1475,Jan-20
Arkansas,6621,5524,435,Jan-20
California,34884,22057,4131,Jan-20
Colorado,19614,11451,1757,Jan-20
Connecticut,5820,2187,694,Jan-20
Delaware,2096,1524,143,Jan-20
District of Columbia,124,4,0,Jan-20
Florida,54985,19973,3957,Jan-20
Georgia,14422,7886,797,Jan-20
Guam,155,56,10,Jan-20
Hawaii,0,0,0,Jan-20
Idaho,4359,3607,496,Jan-20
Illinois,22567,9588,0,Jan-20
Indiana,22340,12461,2166,Jan-20
Iowa,198,2030,50,Jan-20
Kansas,6624,5196,702,Jan-20
Kentucky,12022,7558,704,Jan-20
Louisiana,10706,7687,798,Jan-20
Maine,3534,2661,351,Jan-20
Mariana Islands,18,6,1,Jan-20
Maryland,4283,5213,118,Jan-20
Massachusetts,5182,2833,628,Jan-20
Michigan,11806,8250,941,Jan-20
Minnesota,9445,7565,974,Jan-20
Mississippi,8790,5922,445,Jan-20
Missouri,20436,13149,2065,Jan-20
Montana,2884,3010,271,Jan-20
Nebraska,110,1923,35,Jan-20
Nevada,5250,2413,356,Jan-20
New Hampshire,5771,2913,341,Jan-20
New Jersey,4349,3639,205,Jan-20
New Mexico,6783,3648,573,Jan-20
New York,10227,12610,2058,Jan-20
North Carolina,1836,12908,1316,Jan-20
North Dakota,1771,2258,158,Jan-20
Ohio,24218,13069,2066,Jan-20
Oklahoma,14939,8277,1346,Jan-20
Oregon,15332,9167,0,Jan-20
Pennsylvania,46160,13636,70,Jan-20
Puerto Rico,1559,139,75,Jan-20
Rhode Island,1279,844,118,Jan-20
South Carolina,11488,5795,969,Jan-20
South Dakota,2782,2897,214,Jan-20
Tennessee,28938,14788,1507,Jan-20
Texas,53796,29103,4092,Jan-20
Utah,3552,2959,387,Jan-20
Vermont,1500,1278,159,Jan-20
Virgin Islands,33,3,0,Jan-20
Virginia,36391,21424,9713,Jan-20
Washington,18390,8842,3813,Jan-20
West Virginia,6543,5664,422,Jan-20
Wisconsin,14521,9835,1168,Jan-20
Wyoming,2135,1656,185,Jan-20
